"ch"
"000000000000000A00000000000"
"000000000000000AB0000000000"
"000000000000000FGHCDEEE0000"
"000000000000000AB0000000000"
"000000000000000FGIJIIIJ0000"
"000000000000000FGHHHIJIJIIJ"
"000000000000000FGHHIJ000000"
"0000000000000000GHHIIIJ0000"
"0000000000000000ABCCCDEDEDE"
"0000000000000000FGHHDDEDDED"
"0000000000000000FGH00000000"
"00000000000000000GHCC000000"
"000000000000000FGHHH0000000"
"0000000000000000ABB00000000"
"00000000000000000GHIIIJ0000"
"0000000000000000FGHHIIIJIII"
"00000000000000000B0CC000000"
"00000000000000000FGHHIIJIII"
"000000000000000000CCC000000"
"00000000000000000ABCCCDEDDE"
"00000000000000000A0C0000000"
"00000000000000000A0CCCE0000"
"00000000000000000FG00000000"
"00000000000000000FGHCCEIEDE"
"00000000000000000FGH0000000"
"00000000000000000FGHHIIJIIJ"
"000000000000000000AA0000000"
"000000000000000000ABB000000"
"0000000000000000000B0000000"
"0000000000000000000GHHH0000"
"0000000000000000000BC00DDEE"
"0000000000000000000FG000000"
"0000000000000000000FGH00000"
"0000000000000000000ABCC000E"
"0000000000000000000A00000E0"
"0000000000000000000FBCC0000"
"0000000000000000000FGHH0000"
"0000000000000000000FG000000"
"0000000000000000000FGHI0000"
"0000000000000000000AA000000"
"0000000000000000000ABCCCDDD"
"0000000000000000000FGHHHJI0"
"00000000000000000000BCCCDDE"
"00000000000000000000GHIJIIJ"
"00000000000000000000FGH0000"
"00000000000000000000FG00000"
"00000000000000000000FG00000"
"00000000000000000000FG00000"
"00000000000000000000FG00000"
"00000000000000000000FGH0000"
"00000000000000000000AA00000"
"00000000000000000000FG00000"
"00000000000000000000FG00000"
"00000000000000000000AGG0000"
"00000000000000000000AB00000"
"00000000000000000000A000000"
"00000000000000000000ABB0000"
"00000000000000000000ABB0000"
"00000000000000000000FGHHHIJ"
"00000000000000000000FGHIIJ0"
"00000000000000000000ABB0000"
"000000000000000000000BB0000"
"000000000000000000000BCCDEE"
"000000000000000000000FG0000"
"000000000000000000000A00000"
"000000000000000000000A00000"
"000000000000000000000A00000"
"000000000000000000000FG0000"
"000000000000000000000FF0000"
"000000000000000000000FF0000"
"000000000000000000000FF0000"
"000000000000000000000F00000"
"000000000000000000000FG000J"
"000000000000000000000FF0000"
"000000000000000000000FF0000"
"000000000000000000000F00000"
"000000000000000000000F00000"
"000000000000000000000AA0000"
"000000000000000000000AA0000"
"000000000000000000000FF0000"
"000000000000000000000AA0000"
"0000000000000000000000F0000"
"0000000000000000000000F0000"
"0000000000000000000000ABCCC"
"0000000000000000000000FGHIJ"
"0000000000000000000000FGHCD"
"0000000000000000000000F0000"
"0000000000000000000000FGHII"
"0000000000000000000000FGHHH"
"0000000000000000000000FGHII"
"00000000000000000000000GHHH"
"00000000000000000000000BB00"
"00000000000000000000000BCCC"
"00000000000000000000000FBCC"
"00000000000000000000000ABC0"
"00000000000000000000000A000"
"00000000000000000000000ABCC"
"000000000000000000000000FGH"
"000000000000000000000000FGH"
"000000000000000000000000FGH"
"000000000000000000000000FGH"
"000000000000000000000000F00"
"000000000000000000000000FG0"
"000000000000000000000000FG0"
"000000000000000000000000FG0"
"000000000000000000000000ABC"
"000000000000000000000000ABC"
"000000000000000000000000ABB"
"000000000000000000000000A00"
"000000000000000000000000A00"
"000000000000000000000000ABC"
"0000000000000000000000000BC"
"0000000000000000000000000BC"
"0000000000000000000000000FG"
"0000000000000000000000000FG"
"0000000000000000000000000FG"
"0000000000000000000000000F0"
"0000000000000000000000000FG"
"0000000000000000000000000FF"
"0000000000000000000000000AB"
"0000000000000000000000000AB"
"0000000000000000000000000FF"
"0000000000000000000000000AA"
"00000000000000000000000000F"
"00000000000000000000000000F"
"00000000000000000000000000F"
"00000000000000000000000000F"
"DDEDIJI00000000000000000000"
"E00000000000000000000000000"
"IIJIIJI00000000000000000000"
"IJJJIJ000000000000000000000"
"CC0000000000000000000000000"
"0GHIJIJIIIIJJJI000000000000"
"CCCDEDEDEDEE000000000000000"
"CCCEEEEE0000000000000000000"
"GHIIIJIIJJIJ000000000000000"
"ABCDEDEDEDEDEEE000000000000"
"FGC000000000000000000000000"
"0ABCCCEDDEDIEEEEEE000000000"
"0FGHIJIIJIJ0000000000000000"
"0AGHIJJJJIIIJIJE00000000000"
"000ABCCCIJ00000000000000000"
"000FGHHIIJIJIJJ000000000000"
"000FGG000000000000000000000"
"000ABCCCEDEDDED000000000000"
"000ABCCCEDEDE00000000000000"
"0000BCCCEDEEDDED00000000000"
"0000FA000000000000000000000"
"0000FGG00000000000000000000"
"00000ABCCDEDEE0000000000000"
"00000FGHIIIIIJIIJI000000000"
"000000FF0000000000000000000"
"000000FGHIIJ000000000000000"
"000000FGHHHIIIJED0000000000"
"0000000F0000000000000000000"
"0000000ABCDEDDEE00000000000"
"00000000BCCDDEE000000000000"
"00000000FGIJIJ0000000000000"
"00000000AGHHHDEDEE000000000"
"00000000F000000000000000000"
"000000000GHIIIJIJIJIJI00000"
"000000000ABCCDDEDEDD0DED000"
"000000000ABCCCEE00000000000"
"000000000FGIJIIIJI000000000"
"0000000000BCCDEDEDEDE000000"
"0000000000GHHHIJIJIJJ000000"
"0000000000BCCCD000000000000"
"0000000000BCCCD000000000000"
"0000000000FGHHHIIJI0J000000"
"0000000000ABCCCEDD000000000"
"0000000000FGHHII00000000000"
"0000000000FGHHHJ00000000000"
"0000000000FGHHIJIIJIJIJI000"
"00000000000ABCCCEDEEDEDEE00"
"00000000000ABCC000000000000"
"00000000000FF00000000000000"
"000000000000GHCCEDDDEE00000"
"000000000000GHCCEEDJIJJDE00"
"000000000000FGHHIJIJ0000000"
"000000000000A00000000000000"
"000000000000ABB000000000000"
"000000000000F00000000000000"
"000000000000A00000000000000"
"0000000000000GHHHIJ00000000"
"0000000000000GG000000000000"
"0000000000000AB000000000000"
"00000000000000FGHIIJIIJIIIJ"
"00000000000000FGHI000000000"
"000000000000000A00000000000"
"000000000000000FBC000000000"
"0000000000000000ABCCC000000"
"0000000000000000F0000000000"
"0000000000000000AB0CDDDDEDE"
"0000000000000000FGHHIJIJIJJ"
"00000000000000000FGHIJ00000"
"00000000000000000F000000000"
"00000000000000000ABCCC00000"
"000000000000000000AB0000000"
"000000000000000000FG0000000"
"000000000000000000F00000000"
"000000000000000000A00000000"
"000000000000000000FF0000000"
"000000000000000000ABCC00000"
"000000000000000000ABCCCDDE0"
"000000000000000000FGHH00000"
"000000000000000000BCCCEDDEE"
"0000000000000000000GCCC0000"
"0000000000000000000A0000000"
"0000000000000000000ABB00000"
"000000000000000000000HHHIJJ"
"00000000000000000000FGHIJIJ"
"00000000000000000000FGHIIIJ"
"00000000000000000000FGHIIJJ"
"00000000000000000000BCCCEDE"
"000000000000000000000BB0000"
"000000000000000000000G00000"
"000000000000000000000AB0000"
"00000000000000000000000A000"
"00000000000000000000000ABCC"
"00000000000000000000000FF00"
"00000000000000000000000ABCC"
"000000000000000000000000FGH"
"000000000000000000000000ABC"
"000000000000000000000000FGH"
"000000000000000000000000FGC"
"000000000000000000000000FG0"
"000000000000000000000000ABB"
"000000000000000000000000ABC"
"JIJJJJ000000000000000000000"
"IJIIJIJIJJ00000000000000000"
"0EDEDEDEE000000000000000000"
"EE0000000000000000000000000"
"0HHHJIIIIJIIJIIJ00000000000"
"0HIJIJIJJIJIIIJIJ0000000000"
"0CCDDEDEDE00000000000000000"
"0CDDEDEDE000000000000000000"
"000A00000000000000000000000"
"000ABCCC0000000000000000000"
"000A00000000000000000000000"
"0000B0000000000000000000000"
"0000BCCCD000000000000000000"
"0000GHH00000000000000000000"
"0000GHHHJI00000000000000000"
"0000GHHHIJIJIIE0EEDE0000000"
"0000ABC00000000000000000000"
"00000GHHCDIEIIIJIJJIJJ00000"
"00000A000000000000000000000"
"00000ABCCCEDDEDE00000000000"
"00000ABCCCDEDE0000000000000"
"00000FGHIJ00000000000000000"
"000000F00000000000000000000"
"000000FGHHIJIJIJIIJIJIJIJ00"
"000000ABB000000000000000000"
"000000ABCCCDEDED00000000000"
"000000FGHHIJ000000000000000"
"0000000AB0DED00000000000000"
"00000000ABCCDDE000000000000"
"000000000F00000000000000000"
"000000000ABCHHIJIJ000000000"
"0000000000FGHIJDDE000000000"
"00000000000GCCCD0EDDEE00000"
"00000000000B000000000000000"
"00000000000GHHIIIJIJ0000000"
"00000000000ABCCCDE00E000000"
"00000000000FGHIJD0EDEDED000"
"000000000000FBCC00DDEE00000"
"000000000000ABC000000000000"
"000000000000FGHHIIJIDE00000"
"000000000000ABCC0C000000000"
"000000000000ABC00E000000000"
"0000000000000BCC00000000000"
"0000000000000FF000000000000"
"0000000000000FBCCCDDDEDEEE0"
"0000000000000FGHCDEDEDDEDEJ"
"0000000000000FBCC0EDDEDEDEE"
"00000000000000A000000000000"
"00000000000000AB00000000000"
"00000000000000FGH0HDEDEDEEJ"
"00000000000000FGIJIJIJIJ000"
"00000000000000FGHH0IDE00000"
"00000000000000FGH0000000000"
"00000000000000FGHIJIIJIIJIJ"
"000000000000000GCCCD0000000"
"000000000000000AB0000000000"
"000000000000000A00000000000"
"000000000000000ABCCDEEDE000"
"0000000000000000FGHH0000000"
"0000000000000000FGHIJIIIJJ0"
"0000000000000000FGHIIIJJ0J0"
"0000000000000000A0000000000"
"0000000000000000A0C00000000"
"00000000000000000GHHIEDE000"
"00000000000000000F000000000"
"00000000000000000F000000000"
"00000000000000000BCCDEDE000"
"00000000000000000G0HIJ00000"
"00000000000000000FGIIIIJJI0"
"000000000000000000A00000000"
"000000000000000000BB0000000"
"000000000000000000BC0000000"
"000000000000000000FGHIIJ0JJ"
"000000000000000000FGHHHIJ00"
"000000000000000000000CCEEE0"
"0000000000000000000A0000000"
"0000000000000000000BCCCEDEE"
"0000000000000000000FGHHCDJJ"
"0000000000000000000FGH00000"
"0000000000000000000FF000000"
"0000000000000000000ABCC0000"
"0000000000000000000FGIJIJ00"
"0000000000000000000ABCCCDEE"
"0000000000000000000FGHHHH00"
"0000000000000000000AA000000"
"00000000000000000000BB00000"
"00000000000000000000FG00000"
"00000000000000000000FGH0000"
"00000000000000000000FGHCIJJ"
"00000000000000000000FGG0000"
"00000000000000000000ABC0000"
"00000000000000000000AA00000"
"000000000000000000000ABCCDE"
"000000000000000000000F00000"
"000000000000000000000AB0000"
"000000000000000000000ABCCDE"
"000000000000000000000AGG000"
"0000000000000000000000GHH00"
"0000000000000000000000FG000"
"0000000000000000000000AB000"
"0000000000000000000000FG000"
"0000000000000000000000FG000"
"0000000000000000000000AB000"
"0000000000000000000000AA000"
"0000000000000000000000ABB00"
"0000000000000000000000AA000"
"00000000000000000000000FGH0"
"00000000000000000000000FF00"
"00000000000000000000000FF00"
"00000000000000000000000FG00"
"000000000000000000000000FG0"
"000000000000000000000000FGG"
"000000000000000000000000FGH"
"0000000000000000000000000F0"
"0000000000000000000000000F0"
"000000000000000000000000ABB"
"000000000000000000000000A00"
"EDE000000000000000000000000"
"IJIJIIJIIEDE000000000000000"
"EE0000000000000000000000000"
"IIIIJIIIJ000000000000000000"
"IEEEDE000000000000000000000"
"IJIIJII00000000000000000000"
"EDEDDEDD0000000000000000000"
"DDEDDDEDDEE0000000000000000"
"DDDEDED00000000000000000000"
"EDE000000000000000000000000"
"IJIIEDDEDEE0000000000000000"
"DDEEDE000000000000000000000"
"DEDEDEEDEEDEE00000000000000"
"BCCDDEDDDEDEDD0000000000000"
"A00000000000000000000000000"
"GHHIIJIIIJI0000000000000000"
"HIIIIIIIJIJJDE0000000000000"
"AB0000000000000000000000000"
"FGHHDEDEE000000000000000000"
"FG0000000000000000000000000"
"FGHIIIIJ0000000000000000000"
"FGHIIIIIIIIJIJIJ00000000000"
"0GHHIJIIJ000000000000000000"
"0A0000000000000000000000000"
"0ABCCDE00000000000000000000"
"0ABCCCDDEDEEEDEE00000000000"
"0ABCCDE00000000000000000000"
"0AA000000000000000000000000"
"00ABCD000000000000000000000"
"00FGHIIIJ000000000000000000"
"00FGHI000000000000000000000"
"000BCCCDDEDEDEE000000000000"
"000BCCCEDEDEDD0000000000000"
"000FGHIJ0000000000000000000"
"000FGHHIJIJDDEDEE0000000000"
"000FGHHIIIIJIEDEE0000000000"
"000FGHHIIJJIEDE000000000000"
"000AB0000000000000000000000"
"000ABCCC0000000000000000000"
"0000FGHIIJIIIJI000000000000"
"0000F0000000000000000000000"
"0000FGHHHIJIIJJIJJIJJ000000"
"0000ABCCCEDEDD0000000000000"
"0000ABCCCDDEEDEEDEEEE000000"
"0000AA000000000000000000000"
"0000GHHIIJIIIJIIEIIDE000000"
"0000GHH00000000000000000000"
"0000ABCCCEDEDEED00000000000"
"0000FF000000000000000000000"
"0000AB000000000000000000000"
"00000FG00000000000000000000"
"00000AB00000000000000000000"
"00000ABC0000000000000000000"
"00000FG00000000000000000000"
"00000A000000000000000000000"
"00000FGHIJJJJJJJJJ000000000"
"00000FF00000000000000000000"
"00000ABCCC00000000000000000"
"00000AGCCCDEDEEEDEDEEEDE000"
"00000ABCCCEDDDEE0DE00000000"
"000000ABCCDEDEEEEEEED000000"
"000000ABCCDEDDDE00000000000"
"000000F00000000000000000000"
"000000FF0000000000000000000"
"000000FGHIIIIIIJIIII0000000"
"000000FGHIIJIIIJI0000000000"
"000000AA0000000000000000000"
"0000000FGHIJIIIJ00000000000"
"0000000AA000000000000000000"
"0000000FGCCC000000000000000"
"0000000ABCCCEDEE00000000000"
"0000000FF000000000000000000"
"0000000FGG00000000000000000"
"0000000AA000000000000000000"
"00000000ABCCCEE000000000000"
"00000000FGHHIEDEDEDE0000000"
"00000000A000000000000000000"
"00000000FGHHDEDEDD000000000"
"00000000A000000000000000000"
"00000000A000000000000000000"
"00000000ABCCCDED00000000000"
"000000000BCCCC0000000000000"
"00000000FGHHDDEDEDEDEE00000"
"000000000GHIIJIJIJ000000000"
"000000000A00000000000000000"
"000000000GHCDEDEEDE00000000"
"000000000F00000000000000000"
"000000000F00000000000000000"
"000000000AGC000000000000000"
"0000000000GHHIJJDE000000000"
"0000000000GHHHH000000000000"
"0000000000GHIJIJIJ000000000"
"0000000000BB000000000000000"
"0000000000FGHCCDEDJ00000000"
"0000000000AB000000000000000"
"0000000000ABCC0000000000000"
"0000000000AB0CCEEEEEEEEEEEE"
"0000000000FGHIJIIJ000000000"
"0000000000ABCCCEEDDEDE00000"
"0000000000AA000000000000000"
"0000000000FGHIIJJIJIJJJ0000"
"0000000000AA000000000000000"
"0000000000AF000000000000000"
"00000000000GG00000000000000"
"00000000000F000000000000000"
"00000000000FGHHCEDEEDDEEE00"
"00000000000A000000000000000"
"00000000000FGHIIJ0000000000"
"000000000000ABCCCD000000000"
"000000000000FGHHHJJIJJIDIEE"
"000000000000AA0000000000000"
"000000000000AB0000000000000"
"000000000000FF0000000000000"
"000000000000FGHI00000000000"
"000000000000FGHIIJ000000000"
"000000000000FGHCC0000000000"
"000000000000FG0000000000000"
"000000000000FGHHHJ000000000"
"000000000000FGHHHJJJDEE0000"
"000000000000ABCC00000000000"
"000000000000AA0000000000000"
"000000000000FGG000000000000"
"0000000000000BCCCEEEDEDEDEE"
"000000000000FGHHHH000000000"
"000000000000FGHH00000000000"
"000000000000FGHHHH000000000"
"000000000000ABB000000000000"
"000000000000ABCCCEEDEEDEDE0"
"0000000000000A0000000000000"
"0000000000000A0000000000000"
"0000000000000A0000000000000"
"0000000000000FF000000000000"
"0000000000000FG000000000000"
"0000000000000FF000000000000"
"0000000000000A0000000000000"
"0000000000000FF000000000000"
"0000000000000AA000000000000"
"0000000000000ABB00000000000"
"0000000000000ABB00000000000"
"00000000000000A000000000000"
"00000000000000AB00000000000"
"00000000000000FGHIJ00000000"
"00000000000000F000000000000"
"00000000000000AB00000000000"
"00000000000000AB00000000000"
"00000000000000FGHHIJ0000000"
"00000000000000FF00000000000"
"00000000000000AA00000000000"
"00000000000000FGG0000000000"
"00000000000000FF00000000000"
"00000000000000AA00000000000"
"00000000000000ABB0000000000"
"000000000000000GHIJJ0000000"
"000000000000000F00000000000"
"000000000000000FG0000000000"
"000000000000000A00000000000"
"000000000000000A00000000000"
"000000000000000AB0000000000"
"000000000000000FGHHIIJIIJ00"
"0000000000000000FGIJIJIJJII"
"0000000000000000FGIIIIIJIII"
"0000000000000000F0000000000"
"0000000000000000F0000000000"
"0000000000000000AG000000000"
"0000000000000000ABCCCEEEEDE"
"0000000000000000FG000000000"
"00000000000000000BCCCDE0000"
"00000000000000000A000000000"
"00000000000000000F000000000"
"00000000000000000A000000000"
"00000000000000000AB00000000"
"00000000000000000F000000000"
"00000000000000000ABCCDDDDED"
"00000000000000000F000000000"
"00000000000000000AA00000000"
"00000000000000000FF00000000"
"000000000000000000FGIJIIII0"
"000000000000000000FGHIIIJII"
"000000000000000000FF0000000"
"000000000000000000FGHC00000"
"0000000000000000000BCC00000"
"0000000000000000000FGHHHIJD"
"0000000000000000000FG000000"
"0000000000000000000A0000000"
"0000000000000000000FGH00000"
"0000000000000000000FGG00000"
"00000000000000000000FG00000"
"00000000000000000000BB00000"
"00000000000000000000FF00000"
"00000000000000000000AA00000"
"000000000000000000000GHHIIJ"
"000000000000000000000F00000"
"0000000000000000000000ABCCD"
"0000000000000000000000AA000"
"0000000000000000000000ABCCD"
"0000000000000000000000FG000"
"0000000000000000000000ABCCD"
"0000000000000000000000FGHHI"
"0000000000000000000000FGHCC"
"00000000000000000000000FGHI"
"000000000000000000000000AA0"
"000000000000000000000000FA0"
"000000000000000000000000ABC"
"0000000000000000000000000GH"
"0000000000000000000000000FG"
"0000000000000000000000000FF"
"00000000000000000000000000F"
"00000000000000000000000000F"
"00000000000000000000000000F"
"J00000000000000000000000000"
"D00000000000000000000000000"
"DEE000000000000000000000000"
"IIIDDEDDED00000000000000000"
"IIIIJIJJJJJJ000000000000000"
"IJIIIIJ00000000000000000000"
"IIDDEDDEDEEEEEE000000000000"
"DDEDEE000000000000000000000"
"DDED00000000000000000000000"
"ED0000000000000000000000000"
"DEDDEDED0000000000000000000"
"DD0000000000000000000000000"
"CCDD00000000000000000000000"
"HIJJDEDDDE00000000000000000"
"HIIEDDEDED00000000000000000"
"HCDDEDDDEDEDDEE000000000000"
"FGHIJIIJIIJJ000000000000000"
"FGHIJIIIIJIIJIJ000000000000"
"FGIJDDDDDDEDEDEE00000000000"
"AB0000000000000000000000000"
"A00000000000000000000000000"
"F00000000000000000000000000"
"F00000000000000000000000000"
"A00000000000000000000000000"
"A00000000000000000000000000"
"0FA000000000000000000000000"
"0FGHIIJIIIIIJIIJJ0000000000"
"00F000000000000000000000000"
"00FGIDIIDEDDDDEDEDEE0000000"
"00FGCC000000000000000000000"
"000FGHIIIIIJIIIJJI000000000"
"000FGHIIJIDEDDEED0000000000"
"000A00000000000000000000000"
"000F00000000000000000000000"
"000FGIJIIIIIJ00000000000000"
"000A00000000000000000000000"
"000FGHHH0000000000000000000"
"000ABCCC0000000000000000000"
"000AB0000000000000000000000"
"0000GG000000000000000000000"
"0000FF000000000000000000000"
"0000A0000000000000000000000"
"00000BCCCD00000000000000000"
"00000FGHIIJIIIEDE0000000000"
"00000F000000000000000000000"
"00000FG00000000000000000000"
"00000FF00000000000000000000"
"000000ABCC00000000000000000"
"000000ABCCDDEDEDE0000000000"
"000000A00000000000000000000"
"000000FGH000000000000000000"
"000000AF0000000000000000000"
"000000ABCCCC000000000000000"
"0000000A0000000000000000000"
"0000000FF000000000000000000"
"0000000FF000000000000000000"
"0000000FF000000000000000000"
"0000000ABCCDDEEEE0000000000"
"0000000FF000000000000000000"
"0000000AF000000000000000000"
"00000000BCCCEDDEDEDE0000000"
"00000000ABCCDDED00000000000"
"00000000FGHIIJDEE0000000000"
"00000000F000000000000000000"
"00000000FGIJI00000000000000"
"00000000FGHIIIJJJ0IJJ000000"
"00000000FGHIJJIIJJ000000000"
"00000000FGHIIJIJI0000000000"
"00000000AB00000000000000000"
"000000000GHHIIJJE0000000000"
"000000000GHHHIJEDEDDEE00000"
"000000000ABCC00000000000000"
"000000000A00000000000000000"
"000000000ABC000000000000000"
"000000000ABCCCD000000000000"
"000000000A00000000000000000"
"000000000FGIJIIJI0000000000"
"000000000FGHIJIJIJIEDEDDE00"
"000000000ABCCCEE00000000000"
"000000000AB0000000000000000"
"000000000ABCCCDEE0000000000"
"0000000000AA000000000000000"
"0000000000FGHIIJJ0000000000"
"0000000000FGHIIJDEDD0J00000"
"0000000000ABCCDEDEDEDE00000"
"0000000000ABCCCEED000000000"
"0000000000AA000000000000000"
"0000000000FGIJIJIJ000000000"
"0000000000F0000000000000000"
"0000000000FGHHHIJ0000000000"
"00000000000A000000000000000"
"00000000000AB00000000000000"
"00000000000AGCCDEDDEDED0000"
"00000000000AB00000000000000"
"00000000000ABCCCED000000000"
"00000000000AB00000000000000"
"00000000000FGHIIJIIIIIJIIJI"
"00000000000FGHHHIJIJIJIJJ00"
"00000000000ABCCCC0000000000"
"00000000000FGHIJ00000000000"
"000000000000FGHHIJIJIJ00000"
"000000000000ABB000000000000"
"000000000000F00000000000000"
"000000000000F00000000000000"
"000000000000AA0000000000000"
"0000000000000BB000000000000"
"0000000000000A0000000000000"
"0000000000000F0000000000000"
"0000000000000F0000000000000"
"0000000000000F0000000000000"
"0000000000000AB000000000000"
"0000000000000ABC00000000000"
"0000000000000ABB00000000000"
"0000000000000FGHH0000000000"
"0000000000000FGHH0000000000"
"0000000000000FGB00000000000"
"0000000000000ABB00000000000"
"00000000000000A000000000000"
"00000000000000GB00000000000"
"0000000000000AA000000000000"
"0000000000000ABB00000000000"
"00000000000000A000000000000"
"00000000000000A000000000000"
"00000000000000F000000000000"
"00000000000000FGG0000000000"
"00000000000000FF00000000000"
"00000000000000F000000000000"
"00000000000000AF00000000000"
"000000000000000GHHHIJEDE000"
"000000000000000FGHIJIIJDEDD"
"000000000000000AA0000000000"
"000000000000000AB0CDEDEDE00"
"000000000000000FF0000000000"
"0000000000000000BB000000000"
"0000000000000000ABCC0EE0000"
"0000000000000000AA000000000"
"0000000000000000ABCCCC00000"
"0000000000000000AA000000000"
"0000000000000000FGHCHH00000"
"0000000000000000ABCCDEE0000"
"0000000000000000FGHIJIEE000"
"00000000000000000F000000000"
"000000000000000000FGIJIJIII"
"000000000000000000AB0000000"
"000000000000000000FGIIIJIII"
"000000000000000000ABC0C0000"
"000000000000000000FGHIIJIJI"
"000000000000000000ABCC00000"
"000000000000000000FGHHCEDED"
"000000000000000000AA0000000"
"000000000000000000FGHH00000"
"000000000000000000ABCC00000"
"000000000000000000FGHHIDDDE"
"000000000000000000FGHHHEDED"
"0000000000000000000FGB00000"
"00000000000000000000BB00000"
"00000000000000000000FGHIIJI"
"00000000000000000000BB00000"
"00000000000000000000AA00000"
"00000000000000000000ABCCCDE"
"00000000000000000000AA00000"
"00000000000000000000AA00000"
"000000000000000000000A00000"
"000000000000000000000FB0000"
"0000000000000000000000GCCDE"
"0000000000000000000000F0000"
"0000000000000000000000ABCCD"
"0000000000000000000000A0000"
"0000000000000000000000A0000"
"0000000000000000000000FGHIJ"
"0000000000000000000000FGHII"
"0000000000000000000000A0000"
"00000000000000000000000GHCI"
"00000000000000000000000BCCD"
"00000000000000000000000GHII"
"00000000000000000000000GHIJ"
"00000000000000000000000AA00"
"00000000000000000000000ABB0"
"00000000000000000000000AB00"
"000000000000000000000000FGH"
"000000000000000000000000FGH"
"000000000000000000000000A00"
"000000000000000000000000FGH"
"000000000000000000000000ABC"
"000000000000000000000000FGH"
"0000000000000000000000000AB"
"0000000000000000000000000A0"
"0000000000000000000000000AB"
